label,subject,body
legit,Question regarding budget,Join us for the Guest Lecture tomorrow.
phishing,Your package could not be delivered,We noticed suspicious activity. Verify your identity at http://verify-your-id.net to unlock your account.
legit,Schedule change for Even Semester,Great presentation today! I really liked the part about budget.
legit,Weekly sync,Please find the invoice attached for your records.
legit,Feedback on your presentation,I've attached the notes from yesterday's meeting. Thanks.
phishing,Unusual login activity,You have an unpaid invoice of $450. Pay immediately using the link: http://bca-klik-secure.net
phishing,President University: IT Helpdesk Alert,You have a pending document shared via OneDrive. View it here: http://free-prize-claim.org
phishing,Claim your iPhone,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
phishing,Invoice #9921 Overdue - Pay Immediately,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
phishing,President University: IT Helpdesk Alert,FINAL WARNING: We will close your account unless you update your profile here: http://verify-your-id.net
phishing,President University: IT Helpdesk Alert,Track your package here. It could not be delivered due to missing address: http://secure-update.com
phishing,Security Alert: Compromised Password,We noticed suspicious activity. Verify your identity at http://login-verify-account.net to unlock your account.
legit,Your flight itinerary,Great presentation today! I really liked the part about marketing.
legit,Schedule change for Summer,Please find the invoice attached for your records.
legit,Happy birthday!,Please note the schedule change for the Hackathon.
legit,Task assignment: Alpha,Wishing you a very happy birthday!
legit,Coffee break?,The report is attached. Let me know if you have questions.
phishing,Security Alert: Compromised Password,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
legit,University event: Hackathon,Let's grab lunch at the cafeteria.
phishing,Your package could not be delivered,FINAL WARNING: We will close your account unless you update your profile here: http://it-helpdesk-portal.com
legit,Notes from yesterday's meeting,Here is your flight itinerary for your upcoming trip.
legit,Feedback on your presentation,Great presentation today! I really liked the part about requirements.
legit,Lunch today?,Wishing you a very happy birthday!
legit,Schedule change for Summer,Just a quick reminder about our meeting regarding Website Redesign.
phishing,Verify your identity now,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
phishing,Update your payment details,Someone logged into your account from a new device. Click here if it wasn't you: http://free-prize-claim.org
phishing,Account locked due to multiple failed logins,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
legit,Q3 Marketing Report,Join us for the Alumni Meetup tomorrow.
phishing,Your subscription has expired,Your PayPal account is restricted. Update your billing details immediately at login-verify-account.net.
phishing,Update your payment details,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
legit,Notes from yesterday's meeting,Welcome to the team! We are glad to have you.
phishing,Claim your iPhone,Your payment failed. Update details now to keep your subscription active: paypal-security-update.com
phishing,URGENT: Account Suspended,You won a $1000 Amazon Gift Card. Claim it here: www.verify-your-id.net/claim
phishing,Final Warning: Account Deletion,You have an unpaid invoice of $450. Pay immediately using the link: http://it-helpdesk-portal.com
legit,Meeting at 14:00,I've attached the notes from yesterday's meeting. Thanks.
legit,Project update: Cybersecurity Upgrade,"Hi, let's meet at Friday at 3 PM. Regards."
phishing,Invoice #5543 Overdue - Pay Immediately,Your account will be suspended in 24 hours. Click here to verify: http://bca-klik-secure.net/verify
phishing,Claim your iPhone,FINAL WARNING: We will close your account unless you update your profile here: http://verify-your-id.net
phishing,You won a $500 Cash,"Dear student, your university account will be deleted unless you verify it here: http://secure-update.com/pu-verify"
legit,Homework submission confirmed,Please note the schedule change for the Hackathon.
legit,Welcome to the team,I've attached the notes from yesterday's meeting. Thanks.
legit,Coffee break?,Let's grab lunch at the food court.
phishing,You won a new iPad,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
phishing,Verify your identity now,Required update from IT Helpdesk. Install the patch here: http://bca-klik-secure.net/update.exe
legit,Please review document,Let's grab lunch at the food court.
phishing,You won a $1000 Amazon Gift Card,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
legit,Welcome to the team,"Hi, let's meet at Friday at 3 PM. Regards."
phishing,President University: IT Helpdesk Alert,Please verify your email address immediately to avoid account closure. Link: www.bca-klik-secure.net/auth
phishing,Claim your iPhone,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
phishing,Account locked due to multiple failed logins,You have an unpaid invoice of $450. Pay immediately using the link: http://paypal-security-update.com
phishing,Security Alert: Compromised Password,Please verify your email address immediately to avoid account closure. Link: www.free-prize-claim.org/auth
legit,Project update: Alpha,Wishing you a very happy birthday!
phishing,Update your payment details,FINAL WARNING: We will close your account unless you update your profile here: http://login-verify-account.net
legit,Notes from yesterday's meeting,Can you please review the attached document before the meeting at 2 PM?
phishing,Unusual login activity,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
phishing,Verify your identity now,Your mailbox is full. Upgrade your quota for free here: www.free-prize-claim.org/quota
phishing,Account locked due to multiple failed logins,You have a pending document shared via OneDrive. View it here: http://verify-your-id.net
phishing,Verify your identity now,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
legit,Coffee break?,The report is attached. Let me know if you have questions.
phishing,URGENT: Account Suspended,Someone logged into your account from a new device. Click here if it wasn't you: http://bca-klik-secure.net
legit,Your flight itinerary,Can you please review the attached document before the meeting at next Monday?
phishing,PayPal Security Notice,You won a $500 Cash. Claim it here: www.paypal-security-update.com/claim
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
legit,Task assignment: Data Migration,See you at the sync later.
phishing,Security Alert: Compromised Password,You won a $1000 Amazon Gift Card. Claim it here: www.paypal-security-update.com/claim
legit,Notes from yesterday's meeting,Your class schedule for Summer is ready.
legit,Please review document,Welcome to the team! We are glad to have you.
legit,Feedback on your presentation,The Beta project is on track. See attached.
legit,Coffee break?,Wishing you a very happy birthday!
phishing,Account locked due to multiple failed logins,Your mailbox is full. Upgrade your quota for free here: www.it-helpdesk-portal.com/quota
legit,Lunch today?,Could you clarify the point about requirements?
legit,Notes from yesterday's meeting,Your homework has been submitted successfully.
phishing,PayPal Security Notice,You have a pending document shared via OneDrive. View it here: http://secure-update.com
legit,Q3 Marketing Report,Just a quick reminder about our meeting regarding Q4 Planning.
phishing,Invoice #8473 Overdue - Pay Immediately,Alert: Unusual activity on your BRI account. Log in to verify: http://paypal-security-update.com
phishing,Final Warning: Account Deletion,Your payment failed. Update details now to keep your subscription active: it-helpdesk-portal.com
legit,Library overdue notice,Let's grab lunch at the food court.
legit,Please review document,Let's grab lunch at the usual spot.
legit,University event: Guest Lecture,Great presentation today! I really liked the part about deployment.
legit,Task assignment: Cybersecurity Upgrade,Great presentation today! I really liked the part about budget.
phishing,PayPal Security Notice,You won a Bitcoin giveaway. Claim it here: www.login-verify-account.net/claim
legit,Lunch today?,Wishing you a very happy birthday!
legit,Q3 Marketing Report,The Cybersecurity Upgrade project is on track. See attached.
legit,Question regarding timeline,Please return the book by 14:00.
phishing,Action Required: Verify Your Email,You have an unpaid invoice of $450. Pay immediately using the link: http://login-verify-account.net
phishing,President University: IT Helpdesk Alert,Claim your free iPhone today by clicking this link: http://bca-klik-secure.net
phishing,Your subscription has expired,FINAL WARNING: We will close your account unless you update your profile here: http://free-prize-claim.org
legit,Q3 Marketing Report,Join us for the Guest Lecture tomorrow.
phishing,Claim your iPhone,Your payment failed. Update details now to keep your subscription active: it-helpdesk-portal.com
phishing,Claim your iPhone,You won a $1000 Amazon Gift Card. Claim it here: www.free-prize-claim.org/claim
legit,Meeting at next Monday,Please find the invoice attached for your records.
legit,Class schedule for Summer,Can you please review the attached document before the meeting at next Monday?
legit,Invoice #8473 attached,Here is your flight itinerary for your upcoming trip.
legit,Your flight itinerary,Let's grab lunch at the cafeteria.
phishing,President University: IT Helpdesk Alert,Your payment failed. Update details now to keep your subscription active: paypal-security-update.com
legit,Feedback on your presentation,Let's grab a coffee at Starbucks and discuss budget.
phishing,Important: Update your mailbox quota,You have an unpaid invoice of $450. Pay immediately using the link: http://it-helpdesk-portal.com
legit,Feedback on your presentation,The report is attached. Let me know if you have questions.
legit,Schedule change for Summer,Here is your flight itinerary for your upcoming trip.
phishing,Your subscription has expired,Your mailbox is full. Upgrade your quota for free here: www.bca-klik-secure.net/quota
phishing,Update your payment details,Your PayPal account is restricted. Update your billing details immediately at free-prize-claim.org.
phishing,Security Alert: Compromised Password,Please verify your email address immediately to avoid account closure. Link: www.free-prize-claim.org/auth
legit,Invoice #5543 attached,Your homework has been submitted successfully.
legit,Class schedule for Summer,Your homework has been submitted successfully.
phishing,Claim your iPhone,Your mailbox is full. Upgrade your quota for free here: www.login-verify-account.net/quota
phishing,Your subscription has expired,Alert: Unusual activity on your Chase account. Log in to verify: http://secure-update.com
phishing,A document has been shared with you,You have an unpaid invoice of $450. Pay immediately using the link: http://paypal-security-update.com
legit,Task assignment: Q4 Planning,I've attached the notes from yesterday's meeting. Thanks.
phishing,President University: IT Helpdesk Alert,You won a Bitcoin giveaway. Claim it here: www.paypal-security-update.com/claim
phishing,Bank Account Alert: BRI,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
phishing,Claim your iPhone,Someone logged into your account from a new device. Click here if it wasn't you: http://verify-your-id.net
phishing,Bank Account Alert: BRI,You won a Bitcoin giveaway. Claim it here: www.login-verify-account.net/claim
legit,Weekly sync,Please note the schedule change for the Hackathon.
legit,Project update: Beta,The report is attached. Let me know if you have questions.
phishing,A document has been shared with you,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
legit,Notes from yesterday's meeting,Let's grab lunch at room 201.
legit,Project update: Cybersecurity Upgrade,Please note the schedule change for the Graduation.
legit,Q3 Marketing Report,Please return the book by tomorrow morning.
phishing,Update your payment details,Track your package here. It could not be delivered due to missing address: http://it-helpdesk-portal.com
legit,Question regarding budget,"Hi, let's meet at next Monday. Regards."
legit,Notes from yesterday's meeting,"Hi, let's meet at 10 AM. Regards."
phishing,Claim your iPhone,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
phishing,Password Reset Required,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
phishing,Claim your iPhone,Your mailbox is full. Upgrade your quota for free here: www.login-verify-account.net/quota
legit,Notes from yesterday's meeting,The report is attached. Let me know if you have questions.
phishing,Verify your identity now,FINAL WARNING: We will close your account unless you update your profile here: http://verify-your-id.net
legit,Schedule change for Spring 2026,The Beta project is on track. See attached.
phishing,Account locked due to multiple failed logins,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
phishing,Important: Update your mailbox quota,You won a trip to Bali. Claim it here: www.bca-klik-secure.net/claim
legit,Feedback on your presentation,Let's grab lunch at the food court.
phishing,Unusual login activity,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
phishing,Important: Update your mailbox quota,You have an unpaid invoice of $450. Pay immediately using the link: http://it-helpdesk-portal.com
phishing,Account locked due to multiple failed logins,Your antivirus subscription expired. Renew now at a discount: http://bca-klik-secure.net
legit,Q3 Marketing Report,Can you please review the attached document before the meeting at tomorrow morning?
phishing,Your subscription has expired,Alert: Unusual activity on your Bank of America account. Log in to verify: http://login-verify-account.net
phishing,Action Required: Verify Your Email,You have an unpaid invoice of $450. Pay immediately using the link: http://login-verify-account.net
legit,Weekly sync,Wishing you a very happy birthday!
phishing,IT Support: Required System Update,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
phishing,IT Support: Required System Update,"Dear student, your university account will be deleted unless you verify it here: http://secure-update.com/pu-verify"
phishing,Claim your iPhone,Your PayPal account is restricted. Update your billing details immediately at paypal-security-update.com.
phishing,Final Warning: Account Deletion,Someone logged into your account from a new device. Click here if it wasn't you: http://free-prize-claim.org
phishing,Invoice #1029 Overdue - Pay Immediately,Claim your free iPhone today by clicking this link: http://free-prize-claim.org
phishing,URGENT: Account Suspended,Please verify your email address immediately to avoid account closure. Link: www.it-helpdesk-portal.com/auth
phishing,Unusual login activity,We noticed suspicious activity. Verify your identity at http://it-helpdesk-portal.com to unlock your account.
phishing,Your package could not be delivered,Someone logged into your account from a new device. Click here if it wasn't you: http://bca-klik-secure.net
legit,Coffee break?,Your class schedule for Fall 2026 is ready.
legit,Task assignment: Beta,The Beta project is on track. See attached.
phishing,A document has been shared with you,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
phishing,Bank Account Alert: Mandiri,You won a $1000 Amazon Gift Card. Claim it here: www.free-prize-claim.org/claim
legit,Task assignment: Alpha,Join us for the Guest Lecture tomorrow.
legit,Lunch today?,Wishing you a very happy birthday!
legit,Class schedule for Summer,"Hi, let's meet at next Monday. Regards."
legit,Notes from yesterday's meeting,Can you please review the attached document before the meeting at Friday at 3 PM?
legit,Class schedule for Summer,Please return the book by 10 AM.
legit,Schedule change for Spring 2026,See you at the sync later.
legit,Homework submission confirmed,Welcome to the team! We are glad to have you.
legit,Homework submission confirmed,Please return the book by 10 AM.
phishing,Password Reset Required,Your account will be suspended in 24 hours. Click here to verify: http://secure-update.com/verify
legit,Welcome to the team,Let's grab a coffee at room 201 and discuss budget.
legit,Invoice #9921 attached,See you at the sync later.
phishing,Password expired,Reset your password within 24 hours.
legit,Library overdue notice,Please return the book by 10 AM.
phishing,IT Support: Required System Update,Required update from IT Helpdesk. Install the patch here: http://login-verify-account.net/update.exe
legit,Your flight itinerary,Great presentation today! I really liked the part about design.
phishing,Important: Update your mailbox quota,Your mailbox is full. Upgrade your quota for free here: www.verify-your-id.net/quota
phishing,Invoice #1029 Overdue - Pay Immediately,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
legit,Lunch today?,Let's grab lunch at room 201.
legit,Invoice #9921 attached,Please return the book by next Monday.
legit,Feedback on your presentation,The Website Redesign project is on track. See attached.
phishing,Update your payment details,Click the link below to reset your password within 2 hours. http://it-helpdesk-portal.com
legit,Welcome to the team,Let's grab a coffee at the cafeteria and discuss timeline.
legit,Feedback on your presentation,Can you please review the attached document before the meeting at next Monday?
legit,Q3 Marketing Report,Your class schedule for Spring 2026 is ready.
phishing,Invoice #1029 Overdue - Pay Immediately,You won a Bitcoin giveaway. Claim it here: www.bca-klik-secure.net/claim
legit,Lunch today?,"Hi, let's meet at tomorrow morning. Regards."
phishing,Account locked due to multiple failed logins,Track your package here. It could not be delivered due to missing address: http://verify-your-id.net
legit,Library overdue notice,Wishing you a very happy birthday!
phishing,Your subscription has expired,"Dear student, your university account will be deleted unless you verify it here: http://bca-klik-secure.net/pu-verify"
phishing,PayPal Security Notice,Your account will be suspended in 24 hours. Click here to verify: http://secure-update.com/verify
phishing,Verify your identity now,Alert: Unusual activity on your Chase account. Log in to verify: http://it-helpdesk-portal.com
phishing,A document has been shared with you,Your antivirus subscription expired. Renew now at a discount: http://verify-your-id.net
phishing,Invoice #8473 Overdue - Pay Immediately,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
phishing,Action Required: Verify Your Email,Track your package here. It could not be delivered due to missing address: http://secure-update.com
phishing,Unusual login activity,Alert: Unusual activity on your Bank of America account. Log in to verify: http://free-prize-claim.org
phishing,PayPal Security Notice,Claim your free iPhone today by clicking this link: http://secure-update.com
legit,Feedback on your presentation,The Data Migration project is on track. See attached.
legit,Task assignment: Website Redesign,The report is attached. Let me know if you have questions.
legit,Meeting at Friday at 3 PM,Join us for the Hackathon tomorrow.
legit,Q3 Marketing Report,Could you clarify the point about timeline?
legit,Feedback on your presentation,Great presentation today! I really liked the part about design.
legit,Q3 Marketing Report,Let's grab lunch at Starbucks.
phishing,Action Required: Verify Your Email,Alert: Unusual activity on your Mandiri account. Log in to verify: http://bca-klik-secure.net
legit,Project update: Website Redesign,Just a quick reminder about our meeting regarding Q4 Planning.
legit,Question regarding marketing,Could you clarify the point about deployment?
legit,Notes from yesterday's meeting,The report is attached. Let me know if you have questions.
phishing,Your subscription has expired,Your payment failed. Update details now to keep your subscription active: bca-klik-secure.net
legit,Meeting Reminder,Please attend the meeting tomorrow at 10 AM.
phishing,Account locked due to multiple failed logins,Required update from IT Helpdesk. Install the patch here: http://secure-update.com/update.exe
legit,University event: Alumni Meetup,The report is attached. Let me know if you have questions.
legit,Notes from yesterday's meeting,I've attached the notes from yesterday's meeting. Thanks.
phishing,A document has been shared with you,Claim your free iPhone today by clicking this link: http://login-verify-account.net
legit,Please review document,Let's grab lunch at the usual spot.
phishing,Password Reset Required,You have a pending document shared via OneDrive. View it here: http://login-verify-account.net
phishing,Your subscription has expired,FINAL WARNING: We will close your account unless you update your profile here: http://verify-your-id.net
phishing,You won a $1000 Amazon Gift Card,Someone logged into your account from a new device. Click here if it wasn't you: http://login-verify-account.net
phishing,Claim your iPhone,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,Unusual login activity,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
legit,Invoice #1029 attached,Please return the book by next Monday.
legit,Homework submission confirmed,Let's grab lunch at the cafeteria.
legit,Schedule change for Spring 2026,Great presentation today! I really liked the part about deployment.
legit,Class schedule for Summer,Your class schedule for Fall 2026 is ready.
phishing,Your subscription has expired,Click the link below to reset your password within 2 hours. http://login-verify-account.net
legit,Homework submission confirmed,Let's grab lunch at the food court.
phishing,Your subscription has expired,Your antivirus subscription expired. Renew now at a discount: http://it-helpdesk-portal.com
phishing,Important: Update your mailbox quota,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
legit,Welcome to the team,Here is your flight itinerary for your upcoming trip.
legit,Welcome to the team,Wishing you a very happy birthday!
legit,Lunch today?,Join us for the Alumni Meetup tomorrow.
phishing,Your package could not be delivered,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
legit,Library overdue notice,Great presentation today! I really liked the part about marketing.
legit,University event: Alumni Meetup,The report is attached. Let me know if you have questions.
phishing,Final Warning: Account Deletion,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
phishing,Invoice #7781 Overdue - Pay Immediately,Your mailbox is full. Upgrade your quota for free here: www.verify-your-id.net/quota
legit,Task assignment: Data Migration,Can you please review the attached document before the meeting at tomorrow morning?
legit,Q3 Marketing Report,Please return the book by Friday at 3 PM.
legit,Schedule change for Spring 2026,Please return the book by 10 AM.
legit,Class schedule for Even Semester,Could you clarify the point about deployment?
legit,Library overdue notice,Your class schedule for Even Semester is ready.
legit,Homework submission confirmed,Your class schedule for Spring 2026 is ready.
legit,Task assignment: Alpha,Welcome to the team! We are glad to have you.
phishing,Update your payment details,Your mailbox is full. Upgrade your quota for free here: www.bca-klik-secure.net/quota
phishing,Password Reset Required,Claim your free iPhone today by clicking this link: http://verify-your-id.net
legit,Happy birthday!,Here is your flight itinerary for your upcoming trip.
phishing,Unusual login activity,Your mailbox is full. Upgrade your quota for free here: www.bca-klik-secure.net/quota
legit,Meeting at 14:00,Wishing you a very happy birthday!
legit,Weekly sync,The Q4 Planning project is on track. See attached.
phishing,Account locked due to multiple failed logins,Your mailbox is full. Upgrade your quota for free here: www.verify-your-id.net/quota
legit,Task assignment: Data Migration,Please return the book by next Monday.
phishing,A document has been shared with you,Your account will be suspended in 24 hours. Click here to verify: http://bca-klik-secure.net/verify
legit,Meeting at 14:00,Please note the schedule change for the Guest Lecture.
phishing,Security Alert: Compromised Password,Someone logged into your account from a new device. Click here if it wasn't you: http://verify-your-id.net
legit,Class schedule for Fall 2026,Wishing you a very happy birthday!
legit,Coffee break?,See you at the sync later.
legit,Welcome to the team,Let's grab a coffee at the usual spot and discuss requirements.
phishing,Verify your identity now,Your antivirus subscription expired. Renew now at a discount: http://it-helpdesk-portal.com
legit,Please review document,Great presentation today! I really liked the part about budget.
phishing,Important: Update your mailbox quota,We noticed suspicious activity. Verify your identity at http://secure-update.com to unlock your account.
phishing,A document has been shared with you,You won a $1000 Amazon Gift Card. Claim it here: www.verify-your-id.net/claim
legit,Weekly sync,Welcome to the team! We are glad to have you.
legit,Please review document,Can you please review the attached document before the meeting at Friday at 3 PM?
phishing,A document has been shared with you,Your account will be suspended in 24 hours. Click here to verify: http://bca-klik-secure.net/verify
phishing,PayPal Security Notice,Claim your free iPhone today by clicking this link: http://free-prize-claim.org
phishing,Bank Account Alert: Bank of America,Your payment failed. Update details now to keep your subscription active: it-helpdesk-portal.com
phishing,A document has been shared with you,"Dear student, your university account will be deleted unless you verify it here: http://it-helpdesk-portal.com/pu-verify"
phishing,President University: IT Helpdesk Alert,Claim your free iPhone today by clicking this link: http://bca-klik-secure.net
phishing,Unusual login activity,Your payment failed. Update details now to keep your subscription active: login-verify-account.net
phishing,Account locked due to multiple failed logins,We noticed suspicious activity. Verify your identity at http://paypal-security-update.com to unlock your account.
phishing,URGENT: Account Suspended,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
legit,Welcome to the team,Join us for the Career Fair tomorrow.
legit,Welcome to the team,"Hi, let's meet at 10 AM. Regards."
phishing,Action Required: Verify Your Email,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
legit,Welcome to the team,See you at the sync later.
phishing,Bank Account Alert: BRI,FINAL WARNING: We will close your account unless you update your profile here: http://paypal-security-update.com
phishing,Invoice #1029 Overdue - Pay Immediately,Track your package here. It could not be delivered due to missing address: http://it-helpdesk-portal.com
phishing,Your subscription has expired,Click the link below to reset your password within 2 hours. http://login-verify-account.net
legit,Schedule change for Spring 2026,Can you please review the attached document before the meeting at 14:00?
legit,University event: Alumni Meetup,Please note the schedule change for the Career Fair.
phishing,Password Reset Required,Please verify your email address immediately to avoid account closure. Link: www.it-helpdesk-portal.com/auth
legit,Q3 Marketing Report,Welcome to the team! We are glad to have you.
legit,Lunch today?,Please note the schedule change for the Hackathon.
phishing,PayPal Security Notice,You have an unpaid invoice of $450. Pay immediately using the link: http://login-verify-account.net
phishing,Account locked due to multiple failed logins,Please verify your email address immediately to avoid account closure. Link: www.free-prize-claim.org/auth
phishing,Final Warning: Account Deletion,Track your package here. It could not be delivered due to missing address: http://secure-update.com
phishing,You won a $1000 Amazon Gift Card,Alert: Unusual activity on your BNI account. Log in to verify: http://it-helpdesk-portal.com
phishing,Unusual login activity,Click the link below to reset your password within 2 hours. http://bca-klik-secure.net
phishing,Your package could not be delivered,Track your package here. It could not be delivered due to missing address: http://verify-your-id.net
phishing,Security Alert: Compromised Password,You won a $500 Cash. Claim it here: www.secure-update.com/claim
phishing,Final Warning: Account Deletion,You have an unpaid invoice of $450. Pay immediately using the link: http://it-helpdesk-portal.com
legit,Coffee break?,Could you clarify the point about deployment?
legit,Class schedule for Spring 2026,Can you please review the attached document before the meeting at 10 AM?
phishing,Security Alert: Compromised Password,Claim your free iPhone today by clicking this link: http://verify-your-id.net
legit,Coffee break?,Great presentation today! I really liked the part about marketing.
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
legit,Feedback on your presentation,Great presentation today! I really liked the part about requirements.
legit,Project update: Q4 Planning,Wishing you a very happy birthday!
legit,Library overdue notice,Here is your flight itinerary for your upcoming trip.
phishing,PayPal Security Notice,Required update from IT Helpdesk. Install the patch here: http://verify-your-id.net/update.exe
legit,Welcome to the team,Can you please review the attached document before the meeting at next Monday?
legit,Q3 Marketing Report,The report is attached. Let me know if you have questions.
phishing,Your subscription has expired,You have a pending document shared via OneDrive. View it here: http://free-prize-claim.org
legit,Task assignment: Website Redesign,Join us for the Graduation tomorrow.
phishing,Important: Update your mailbox quota,"Dear student, your university account will be deleted unless you verify it here: http://paypal-security-update.com/pu-verify"
phishing,Your package could not be delivered,Please verify your email address immediately to avoid account closure. Link: www.free-prize-claim.org/auth
phishing,Action Required: Verify Your Email,Your antivirus subscription expired. Renew now at a discount: http://verify-your-id.net
phishing,A document has been shared with you,Click the link below to reset your password within 2 hours. http://bca-klik-secure.net
phishing,Claim your iPhone,Required update from IT Helpdesk. Install the patch here: http://paypal-security-update.com/update.exe
phishing,Your package could not be delivered,Required update from IT Helpdesk. Install the patch here: http://bca-klik-secure.net/update.exe
phishing,IT Support: Required System Update,Your antivirus subscription expired. Renew now at a discount: http://bca-klik-secure.net
phishing,Final Warning: Account Deletion,Alert: Unusual activity on your BCA account. Log in to verify: http://bca-klik-secure.net
phishing,Claim your iPhone,Click the link below to reset your password within 2 hours. http://it-helpdesk-portal.com
phishing,Verify your identity now,Your account will be suspended in 24 hours. Click here to verify: http://login-verify-account.net/verify
legit,Library overdue notice,Let's grab lunch at the cafeteria.
legit,Question regarding budget,The report is attached. Let me know if you have questions.
legit,Q3 Marketing Report,Can you please review the attached document before the meeting at 2 PM?
phishing,Action Required: Verify Your Email,Your account will be suspended in 24 hours. Click here to verify: http://paypal-security-update.com/verify
phishing,A document has been shared with you,Please verify your email address immediately to avoid account closure. Link: www.verify-your-id.net/auth
phishing,Security Alert: Compromised Password,Your payment failed. Update details now to keep your subscription active: paypal-security-update.com
phishing,IT Support: Required System Update,FINAL WARNING: We will close your account unless you update your profile here: http://bca-klik-secure.net
legit,Library overdue notice,Here is your flight itinerary for your upcoming trip.
phishing,Bank Account Alert: Bank of America,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
phishing,Update your payment details,"Dear student, your university account will be deleted unless you verify it here: http://login-verify-account.net/pu-verify"
phishing,URGENT: Account Suspended,Alert: Unusual activity on your Chase account. Log in to verify: http://it-helpdesk-portal.com
legit,Notes from yesterday's meeting,Your class schedule for Summer is ready.
phishing,IT Support: Required System Update,Click the link below to reset your password within 2 hours. http://paypal-security-update.com
legit,Happy birthday!,Great presentation today! I really liked the part about design.
legit,University event: Alumni Meetup,"Hi, let's meet at 14:00. Regards."
phishing,Claim your iPhone,Someone logged into your account from a new device. Click here if it wasn't you: http://secure-update.com
phishing,Action Required: Verify Your Email,FINAL WARNING: We will close your account unless you update your profile here: http://it-helpdesk-portal.com
phishing,Password Reset Required,Claim your free iPhone today by clicking this link: http://free-prize-claim.org
phishing,Important: Update your mailbox quota,Track your package here. It could not be delivered due to missing address: http://bca-klik-secure.net
phishing,Password Reset Required,"Dear student, your university account will be deleted unless you verify it here: http://paypal-security-update.com/pu-verify"
legit,Notes from yesterday's meeting,Join us for the Guest Lecture tomorrow.
legit,Question regarding budget,Your class schedule for Fall 2026 is ready.
phishing,Your package could not be delivered,Your antivirus subscription expired. Renew now at a discount: http://paypal-security-update.com
phishing,Verify your identity now,Your account will be suspended in 24 hours. Click here to verify: http://verify-your-id.net/verify
phishing,Password Reset Required,Track your package here. It could not be delivered due to missing address: http://free-prize-claim.org
legit,Happy birthday!,Please note the schedule change for the Hackathon.
legit,Happy birthday!,Your class schedule for Summer is ready.
phishing,Action Required: Verify Your Email,Someone logged into your account from a new device. Click here if it wasn't you: http://login-verify-account.net
legit,Lunch today?,Please find the invoice attached for your records.
legit,Notes from yesterday's meeting,Welcome to the team! We are glad to have you.
phishing,Account locked due to multiple failed logins,Your antivirus subscription expired. Renew now at a discount: http://bca-klik-secure.net
phishing,PayPal Security Notice,Your payment failed. Update details now to keep your subscription active: free-prize-claim.org
phishing,Update your payment details,Your account will be suspended in 24 hours. Click here to verify: http://free-prize-claim.org/verify
phishing,Final Warning: Account Deletion,Alert: Unusual activity on your BRI account. Log in to verify: http://it-helpdesk-portal.com
phishing,Bank Account Alert: BRI,You won a $1000 Amazon Gift Card. Claim it here: www.secure-update.com/claim
phishing,Invoice #8473 Overdue - Pay Immediately,Click the link below to reset your password within 2 hours. http://it-helpdesk-portal.com
legit,Welcome to the team,Welcome to the team! We are glad to have you.
phishing,URGENT: Account Suspended,Required update from IT Helpdesk. Install the patch here: http://bca-klik-secure.net/update.exe
phishing,Claim your iPhone,Your payment failed. Update details now to keep your subscription active: bca-klik-secure.net
phishing,Final Warning: Account Deletion,You have a pending document shared via OneDrive. View it here: http://secure-update.com
legit,Please review document,Let's grab a coffee at the food court and discuss marketing.
legit,Notes from yesterday's meeting,Your homework has been submitted successfully.
legit,Meeting at tomorrow morning,Great presentation today! I really liked the part about requirements.
